,name,year,release_date,artists,id,duration_ms,explicit,valence,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo
74217,Get Fucked Up,2015,2015-06-30,['Stevie Stone'],4xB1dkCcukBOG3X4v6vXuB,183093,1,0.356,0.194,0.7809999999999999,0.731,0.0,2,0.107,-5.87,0,57,0.0391,85.20200000000001
74218,The Thunder Rolls,2015,2015-03-13,['Brooks Jefferson'],6Ra5YZBdQRVRHX1GhRA4hH,222378,0,0.274,0.408,0.562,0.6459999999999999,4.39e-05,2,0.122,-4.937,0,58,0.0372,81.77
74219,Mountain at My Gates,2015,2015-08-28,['Foals'],53L6A3I9vf7rgEZnMzx54E,244293,0,0.617,0.0025,0.495,0.931,0.0783,2,0.246,-5.336,0,66,0.0469,104.05
74220,Real Life,2015,2015-08-28,['The Weeknd'],03j354P848KtNU2FVSwkDG,223373,1,0.358,0.439,0.581,0.652,0.0,11,0.351,-5.039,0,61,0.0496,90.634
74221,BITE,2015,2015-12-04,['Troye Sivan'],72mvdKU4Lw2737idPLKTjh,186053,0,0.0678,0.192,0.591,0.402,0.0,1,0.148,-5.847,0,56,0.0337,125.015
74222,All Day,2015,2015-03-02,"['Kanye West', 'Theophilus London', 'Allan Kingdom', 'Paul McCartney']",79reBHqpRoWXaQbjBBY3UC,310907,1,0.421,0.0739,0.861,0.6509999999999999,0.0,9,0.211,-4.718,0,60,0.111,122.985
74223,Creo en Mi,2015,2015-03-17,['Natalia Jiménez'],4fSar1liXyxCK3lOcWHUE1,229373,0,0.239,0.291,0.496,0.57,0.0,5,0.105,-6.053,1,73,0.0279,79.845
74224,5AM,2015,2015-04-20,['Amber Run'],4B4kunXhV2ZKnYcvDgAFoE,257907,0,0.0907,0.244,0.357,0.434,0.00654,0,0.0808,-11.521,1,62,0.0418,145.743
74225,This Must Be The Place,2015,2015-07-17,"['Iron & Wine', 'Ben Bridwell']",7dP4k5nDDwI1qMDoz5m0f6,212487,0,0.562,0.499,0.634,0.419,0.0043799999999999,0,0.124,-10.386,1,60,0.028,118.838
74226,Hide and Seek,2015,2015-01-01,['Lizz Robinett'],4ClnJdCaf6PLeLgStqb1e9,138800,0,0.5589999999999999,0.335,0.625,0.726,0.0,1,0.273,-2.144,1,62,0.031,119.994
74227,El Taxi,2015,2015-07-17,"['Pitbull', 'Sensato', 'Osmani Garcia ""La Voz""']",1LbGorB0xOfpiXQJFKB2Nd,249800,0,0.875,0.12,0.8690000000000001,0.691,0.0,7,0.102,-6.872000000000001,1,62,0.192,95.019
74228,Our Own House,2015,2015-02-24,['MisterWives'],3QzbEvmnuZIONNv82PylZb,232187,0,0.433,0.00228,0.5589999999999999,0.76,0.000481,8,0.052,-4.682,1,58,0.0575,125.773
74229,"Touchin, Lovin (feat. Nicki Minaj)",2015,2015-06-23,"['Trey Songz', 'Nicki Minaj']",4bkhs6spQvVnVJAlXuKR6a,221972,1,0.443,0.0405,0.813,0.58,8.45e-06,11,0.349,-6.724,1,60,0.0746,100.045
74230,Earned It,2015,2015-03-25,['Chief Keef'],5aSTOtjXKNN45eXbHUYsCM,315912,1,0.8029999999999999,0.5529999999999999,0.853,0.401,0.0,1,0.1689999999999999,-14.962,1,57,0.401,132.096
74231,Vacation,2015,2015-01-01,['Thomas Rhett'],4DdF1l0DzBQy8YL2UVhPrU,223253,0,0.96,0.0054,0.638,0.8270000000000001,0.000288,1,0.0948,-5.7929999999999975,0,55,0.0389,137.077
74232,Sense of Home,2015,2015-03-31,['Harrison Storm'],68wibJU4yMiqNX79IaLAsN,265840,0,0.0898,0.892,0.564,0.207,1.8e-06,3,0.102,-10.925999999999998,1,64,0.032,139.933
74233,Overtime,2015,2015-10-02,['Bryson Tiller'],2gq9iG0maBxkuZI7yfGJuv,218253,1,0.593,0.254,0.657,0.4970000000000001,0.0,1,0.3670000000000001,-7.689,1,58,0.112,106.049
74234,Hablemos,2015,2015-10-07,['Ariel Camacho y Los Plebes Del Rancho'],71aT33Muvsuim800OqZ0st,188560,0,0.5760000000000001,0.4920000000000001,0.693,0.526,0.0,4,0.11,-4.328,1,62,0.0295,85.012
74235,Coffee Talk,2015,2015-05-18,['Broadside'],0wNhTMsDRLWAPxGOQRqkOR,174147,0,0.457,0.000298,0.287,0.96,0.00364,8,0.375,-2.8560000000000003,1,58,0.144,173.998
74236,Missing You,2015,2015-05-19,['Flatland Cavalry'],5Sx22WASoyuCUbK72Fs78y,238133,0,0.344,0.264,0.614,0.433,2.730000000000001e-05,4,0.216,-10.564,1,55,0.0257,131.884
74237,Choice Is Yours (with Slightly Stoopid),2015,2015-11-13,"['Stick Figure', 'Slightly Stoopid']",1azvKxDb5Vkph2KR7aq1Cx,305493,0,0.6459999999999999,0.216,0.708,0.705,0.118,2,0.0933,-6.8260000000000005,1,57,0.131,169.977
74238,Brown Noise,2016,2016-04-18,"['Brown Noise for Babies', 'White Noise for Deeper Sleep', 'Appliances for Meditation']",3qdGhfS5yIyqXMNtmJov6o,73887,0,0.0,0.0,0.0,2.01e-05,0.0,5,0.0,-15.776,1,60,0.0,0.0
74239,Finesse,2016,2016-11-17,['Bruno Mars'],5XMkENs3GfeRza8MfVAhjK,191000,0,0.939,0.0078099999999999,0.741,0.7979999999999999,0.0,5,0.0232,-5.3420000000000005,0,67,0.0718,104.953
74240,La Vida Es Un Carnaval,2016,2016-05-27,['Celia Cruz'],1BwrMGGhPA6GarWIYaFrW8,278867,0,0.855,0.489,0.813,0.701,0.00116,0,0.294,-6.507999999999999,0,66,0.0701,104.019
74241,A Life Where We Work Out (feat. Kaitlin Butts),2016,2016-04-01,"['Flatland Cavalry', 'Kaitlin Butts']",7rJRYP73BI3LLFtteweC2F,190267,0,0.402,0.14,0.596,0.501,0.000424,3,0.111,-7.456,1,58,0.0263,152.04
74242,Ginza,2016,2016-06-24,['J Balvin'],2C2TGgFzrTRIOdQS1vUN5h,171093,0,0.825,0.208,0.73,0.809,0.0013,5,0.0804,-6.4060000000000015,0,69,0.0876,101.965
74243,Hi Roller,2016,2016-05-27,['Lil Uzi Vert'],69M9QCMsCQ5MLsw7BBW0rL,276349,1,0.147,0.0307,0.8,0.562,0.0,2,0.243,-7.366,1,59,0.0961,132.08100000000002
74244,Warm Up,2016,2016-10-07,['NF'],7Gr8gb3hqKr4zEbFlrVYPQ,180506,0,0.108,0.144,0.588,0.474,0.0,1,0.112,-7.206,1,61,0.141,127.986
74245,Never,2016,2016-02-01,"['Mag.Lo', 'O Super']",7fwE3Nr0RsTzYOocfu2XbV,384116,1,0.114,0.8340000000000001,0.519,0.637,0.517,9,0.114,-7.215,0,61,0.113,110.174
74246,Shut Up Kiss Me,2016,2016-09-02,['Angel Olsen'],5uZLsGY9fknBd5Rxr7AIss,202200,0,0.352,0.0552,0.373,0.63,0.0,7,0.107,-5.131,1,61,0.0461,115.942
74247,Not the Only One,2016,2016-01-29,['Kevin Gates'],5FQd4JXRcl2UwIToN7hkkk,281120,1,0.464,0.115,0.7040000000000001,0.675,0.0,0,0.249,-7.0520000000000005,0,58,0.358,132.039
74248,Drunk Drivers/Killer Whales,2016,2016-05-20,['Car Seat Headrest'],2os0aK782bakCPmjow0SU0,374653,1,0.458,0.218,0.534,0.414,2.11e-06,2,0.103,-7.952000000000001,1,61,0.0403,117.079
74249,Gasolina,2016,2016-11-24,"['EyeKeem', 'KORNDAWG', 'ACOT']",2OOILLRKElCME0gitD9CBT,169912,1,0.171,0.000319,0.73,0.5670000000000001,8.54e-06,1,0.105,-8.085,0,62,0.0587,119.997
74250,An Innocent Warrior,2016,2016-11-18,"['Vai Mahina', 'Sulata Foai-Amiatu', 'Matthew Ineleo']",3ZJnc1eGicPxRitBoC7eWZ,97413,0,0.18,0.909,0.283,0.203,0.000661,2,0.11,-11.228,1,61,0.0342,84.656
74251,Jovial,2016,2016-11-20,['Limes'],2COBMrpsGXEagCGkjp2Siz,142728,0,0.378,0.918,0.764,0.185,0.926,7,0.118,-14.408,0,63,0.0489,69.972
74252,Mama Said,2016,2016-04-01,['Lukas Graham'],5ArQzSBevAdXTxRY6Ulhbq,206903,0,0.591,0.0447,0.7120000000000001,0.799,6.4e-05,7,0.37,-4.564,0,67,0.0703,83.99600000000002
74253,Stay With Me,2016,2016-12-03,"['CHANYEOL', 'Punch']",1POlsQls16ppLPVmr4FGLt,192441,0,0.195,0.428,0.314,0.526,0.0,0,0.126,-4.686,0,73,0.0484,78.643
74254,Death Cup,2016,2016-07-03,['Mom Jeans.'],1FxBWcrdZ5fzYmIFuUgBE2,276000,1,0.574,0.0947,0.353,0.748,0.000553,1,0.166,-9.339,1,59,0.0411,85.98299999999998
74255,It's Definitely You,2016,2016-12-20,"['V', 'JIN']",2LowwiemmGMzzNSH1PJprK,230693,0,0.7609999999999999,0.241,0.737,0.731,0.0,10,0.087,-3.193,0,70,0.0706,94.999
74256,Timeless (feat. DJ SPINKING),2016,2016-10-28,"['A Boogie Wit da Hoodie', 'DJ SpinKing']",0q5DrtpnnGpOvBy5nnPMbe,184000,1,0.325,0.261,0.569,0.7609999999999999,6.71e-06,5,0.0748,-6.0710000000000015,0,60,0.475,180.122
74257,"Telephone Calls (feat. A$AP Rocky, Tyler, The Creator, Playboi Carti & Yung Gleesh)",2016,2016-10-31,"['A$AP Mob', 'A$AP Rocky', 'Tyler, The Creator', 'Playboi Carti', 'Yung Gleesh']",5VnpYqIzm02X9gOhVElQo3,230920,1,0.493,0.194,0.732,0.772,1.54e-06,2,0.242,-6.142,0,61,0.267,123.009
74258,She Ain't In It,2016,2016-05-13,['Jon Pardi'],1Be8liECvEP5NYZjYvukbI,198467,0,0.585,0.127,0.395,0.674,3.37e-05,5,0.332,-4.626,1,58,0.028,185.647
74259,The Last Stand,2016,2016-08-19,['Sabaton'],0bUgTRe5st6TMbRCEjKezX,235840,0,0.498,0.00454,0.519,0.935,0.0,7,0.0661,-5.6560000000000015,0,68,0.0423,104.044
74260,Bloom,2016,2016-10-14,['bLAck pARty'],05xA64s3UzOOmAnh9SIIjn,302001,0,0.816,0.261,0.7490000000000001,0.399,0.0126,8,0.0949,-7.526,1,61,0.0393,89.97200000000002
74261,Bubble Tea,2016,2016-10-18,"['dark cat', 'juu', 'Cinders']",4YMvlMYV3hD8emKCprfb4N,243375,0,0.66,0.182,0.753,0.669,0.0774,2,0.442,-7.39,1,62,0.0505,159.994
74262,Fall in Love,2016,2016-09-16,['A Boogie Wit da Hoodie'],1sXJ0TZDdYBIV4mlzQFi4j,214857,1,0.721,0.261,0.8420000000000001,0.727,0.0,0,0.131,-6.2410000000000005,1,60,0.0675,107.994
74263,Ronda (Winners),2016,2016-08-10,['Lil Uzi Vert'],2Wc5No77rhsfW2mB9LzXB3,216294,1,0.422,0.344,0.701,0.585,0.0,5,0.114,-7.612999999999999,0,59,0.132,119.634
74264,House of Cards (Full Length Edition),2016,2016-05-02,['BTS'],4BMbbfwW9GLl9b05ecYKVa,226212,0,0.386,0.334,0.3670000000000001,0.67,0.0,2,0.147,-4.485,0,66,0.0517,104.96
74265,Look Alive,2016,2016-08-12,['Rae Sremmurd'],2IGr3q6ljcpLvHDFLtI0yW,228000,1,0.229,0.0552,0.7859999999999999,0.583,1.84e-06,0,0.326,-7.415,1,61,0.0393,120.024
74266,All The Way Up (Remix),2016,2016-05-27,"['Fat Joe', 'Remy Ma', 'JAY-Z', 'French Montana', 'InfaRed']",2AYTGaclgKXACh13nJRVcV,284831,1,0.423,0.097,0.564,0.7170000000000001,0.0,10,0.493,-6.403,0,66,0.397,117.489
74267,Wandering Child,2016,2016-04-16,['Wild Rivers'],11djRRW01tNhSCXo1M4Nh8,184426,0,0.365,0.7929999999999999,0.6709999999999999,0.34,1.93e-06,2,0.0948,-12.108,1,61,0.0351,98.012
74268,Here as in Heaven,2016,2016-02-05,['Elevation Worship'],0fPwregqch9wLJj4yQH6Bk,499507,0,0.112,0.0315,0.315,0.452,0.0,2,0.6859999999999999,-8.387,1,61,0.0326,138.909
74269,Foreplay,2016,2016-07-07,['Jalen Santoy'],28luqgS4NCuFKP6YSOtia5,173785,0,0.505,0.123,0.73,0.422,0.00292,5,0.105,-6.211,0,66,0.0678,118.427
74270,Golden Days,2016,2016-01-15,['Panic! At The Disco'],3fwKVZ73y7UUGMyR6rVCRa,254320,0,0.206,0.00329,0.556,0.708,0.0,7,0.329,-5.7079999999999975,1,62,0.039,128.006
74271,Perm,2016,2016-11-17,['Bruno Mars'],1I6pKIyaBp4OebTGLJpCCC,210053,0,0.863,0.0145,0.853,0.871,6.840000000000001e-05,8,0.198,-3.715,1,66,0.0851,124.021
74272,Solo Dance,2016,2016-11-04,['Martin Jensen'],3hRi7ubt1NhroxTrdnjn4w,174933,0,0.403,0.0485,0.746,0.846,0.0,9,0.195,-2.432,1,57,0.048,114.955
74273,Summer Friends (feat. Jeremih & Francis & The Lights),2016,2016-05-27,"['Chance the Rapper', 'Jeremih', 'Francis and the Lights']",2fl0B0OaXjWbjHCQFx2O8W,290316,1,0.477,0.675,0.693,0.426,1.03e-05,8,0.115,-12.476,1,60,0.302,144.796
74274,I Don't Wanna Know (feat. Enya & P. Diddy) - 2016 Remaster,2016,2016-08-12,"['Mario Winans', 'Enya', 'Diddy']",2yr2HnFYl7XvqJk4fXoQBt,257333,0,0.4,0.347,0.833,0.515,0.00156,11,0.116,-5.0,0,67,0.0462,97.035
74275,Hymn for the Weekend - Seeb Remix,2016,2016-03-25,"['Coldplay', 'Seeb']",6s3GEN8wK0OMzzzZbXj0fu,212647,0,0.4270000000000001,0.00868,0.565,0.8490000000000001,4.68e-06,0,0.12,-3.516,0,68,0.0517,102.034
74276,Pope Is a Rockstar,2016,2016-04-20,['SALES'],0So2sgVa8aJiARPl2P29u2,187333,0,0.311,0.85,0.725,0.446,0.243,4,0.107,-8.958,0,62,0.0287,90.024
74277,Final Song,2016,2016-05-13,['MØ'],4qqArAiTPueDxIp7cf87h7,235827,0,0.245,0.014,0.695,0.672,8.44e-05,1,0.0756,-6.109,0,69,0.0345,104.988
74278,To My Parents,2016,2016-09-16,['Anna Clendening'],3Dd8kupwJQDLPzcExJY16q,242573,0,0.298,0.343,0.657,0.674,0.00243,1,0.104,-5.093999999999999,1,63,0.102,85.955
74279,All In My Head (Flex) (feat. Fetty Wap),2016,2016-05-27,"['Fifth Harmony', 'Fetty Wap']",7nD9nN3jord9wWcfW3Gkcm,210573,0,0.755,0.023,0.6890000000000001,0.7909999999999999,0.0,0,0.0526,-5.194,0,65,0.053,95.04
74280,Resurrecting (Live),2016,2016-02-05,['Elevation Worship'],1GtmiINnAu5K2VEqyh1Xdc,467053,0,0.203,0.0085799999999999,0.403,0.557,0.0,1,0.72,-6.018,1,60,0.0314,73.998
74281,BDE Bonus,2016,2016-06-03,['Mac Miller'],4vbCuMBvSN4jqOX4ypQcbz,243034,1,0.322,0.521,0.53,0.4970000000000001,1.62e-05,9,0.0665,-8.701,1,61,0.182,181.539
74282,Alone,2016,2016-10-21,['I Prevail'],6c9xVWbPeVPgrmWTYYeMTr,221000,0,0.287,0.00324,0.539,0.746,5.08e-06,6,0.085,-5.242000000000001,0,60,0.036,118.994
74283,Ain't Your Mama,2016,2016-04-07,['Jennifer Lopez'],2hgzdQdnfWwtdpZbhZlV72,218235,0,0.82,0.0472,0.757,0.6779999999999999,9.14e-06,8,0.0654,-5.529,0,72,0.233,120.075
74284,Doin 2 Much,2016,2016-11-04,"['Moneybagg Yo', 'Yo Gotti']",6opC9QRzTviOM6y7hYhKh6,204542,1,0.574,0.0649,0.8320000000000001,0.625,0.0,8,0.105,-5.999,0,57,0.281,130.03799999999998
74285,Silver Spoon,2016,2016-05-02,['BTS'],2VgPA0WnwvE2nbltxa3BHz,233185,0,0.557,0.00128,0.649,0.875,0.0,9,0.0486,-2.88,1,68,0.0696,166.92700000000005
74286,Love To Lay,2016,2016-11-25,['The Weeknd'],27BgDmciSjoxTG0almHTpZ,223293,0,0.698,0.052,0.711,0.807,0.0,7,0.214,-5.052,0,64,0.0608,116.971
74287,Little One,2016,2016-11-18,['Highly Suspect'],5y1jgbDNgTfxoWXv3FhH2Q,241533,1,0.104,0.0122,0.474,0.351,7.35e-06,7,0.112,-7.532999999999999,1,59,0.0292,139.827
74288,Grab the Wheel,2016,2016-05-27,['Lil Uzi Vert'],3aJ66zarLOVW4o2nPDxg0g,295680,1,0.296,0.388,0.748,0.48,0.0,5,0.139,-6.37,0,59,0.14,137.835
74289,All I Wanna Do (feat. Hoody & 로꼬 Loco) [Korean Version],2016,2016-10-20,"['Jay Park', 'Hoody', 'Loco']",2c37Gkpu75l3kvh1FUZrHV,216786,0,0.43,0.375,0.4,0.7240000000000001,0.0,8,0.0927,-6.064,1,66,0.253,96.782
74290,One Thing,2016,2016-01-29,['Kevin Gates'],6zvsh5ev7zJ8gz96bfBnZx,199307,1,0.308,0.00892,0.733,0.602,0.0,1,0.0691,-7.144,0,58,0.28,140.006
74291,DUELE EL CORAZON (feat. Wisin),2016,2016-04-18,"['Enrique Iglesias', 'Wisin']",6YZdkObH88npeKrrkb8Ggf,200813,0,0.846,0.0786,0.7240000000000001,0.904,0.0,8,0.226,-3.354,0,71,0.0966,90.999
74292,Hot Milk,2016,2016-11-17,"[""Snail's House""]",4mCwspCTPF1aoWUNxsS5aD,246583,0,0.302,9.13e-05,0.6940000000000001,0.5820000000000001,0.0151,2,0.187,-8.33,1,62,0.069,74.992
74293,Love Me Now,2016,2016-12-02,['John Legend'],6nxQdXa1uAL0rY72wPZu89,210293,0,0.7090000000000001,0.591,0.488,0.762,0.0,8,0.0763,-3.842,1,66,0.0865,123.889
74294,No Lo Hice Bien,2016,2016-03-04,['Los Plebes del Rancho de Ariel Camacho'],211mktDmIq7g2Q4gBTXphj,183547,0,0.7809999999999999,0.653,0.607,0.51,2.87e-06,9,0.0698,-5.146,1,66,0.0298,155.226
74295,That Was A Crazy Game Of Poker,2016,2016-06-03,['O.A.R.'],74HX1HcsR135apNYpHUUZj,523203,0,0.598,0.0608,0.512,0.785,0.0,0,0.0673,-4.21,1,58,0.12,79.183
74296,All There,2016,2016-10-28,"['Jeezy', 'Bankroll Fresh']",4l5lF04xjhTfYSopCXc4FU,198413,1,0.322,0.0584,0.685,0.768,0.0,4,0.144,-2.753,1,58,0.0336,72.49
74297,everybody dies,2016,2016-12-06,['J. Cole'],1wIQtB3UQ1TfjNMZZqO6eh,161827,1,0.569,0.281,0.779,0.6940000000000001,1.36e-05,9,0.109,-9.376,1,61,0.2,82.861
74298,Working For It,2016,2016-07-29,"['ZHU', 'Skrillex', 'THEY.']",2HJQcyUpmUuvzS5vBAICIc,231813,1,0.502,0.0971,0.7759999999999999,0.715,0.0131,5,0.247,-6.5870000000000015,0,63,0.0505,99.951
74299,Wicked,2016,2016-04-13,['Future'],6BbINUfGabVyiNFJpQXn3x,173347,1,0.205,0.00191,0.718,0.679,0.0104,11,0.385,-5.899,0,60,0.0706,157.97
74300,Work,2016,2016-04-14,['Charlotte Day Wilson'],5T1xKMA4xA7MDX4EiB8Cup,224482,0,0.162,0.518,0.599,0.295,0.208,1,0.0801,-8.036,1,66,0.0311,129.908
74301,Too Much Sauce (feat. Future & Lil Uzi Vert),2016,2016-08-19,"['DJ ESCO', 'Future', 'Lil Uzi Vert']",5oyUurs28XRagLa8lgm6V3,223093,1,0.186,0.0496,0.96,0.547,0.0,6,0.216,-6.992000000000001,0,59,0.0786,121.01
74302,Losin Control,2016,2016-07-28,['Russ'],1jkIErXa3YNUX5QIyO6GGR,237507,1,0.209,0.515,0.759,0.245,0.000154,6,0.102,-6.545,1,61,0.138,96.992
74303,No Hay Novedad,2016,2016-04-25,['Los Cadetes De Linares'],1cvuESXANPuTV27IFPRtPu,184747,0,0.89,0.574,0.517,0.433,0.0,8,0.121,-8.817,1,69,0.0655,184.027
74304,"Try Everything - From ""Zootropolis""",2016,2016-02-05,['Shakira'],3qrH2YFnbEiQeUe4wzgOuP,196707,0,0.472,0.0283,0.7040000000000001,0.598,0.0,1,0.106,-4.922,1,62,0.0309,115.483
74305,Eighth Wonder,2016,2016-02-29,['Lemon Demon'],7BxJz17EyAHjZlHEEqrtm6,282126,0,0.64,0.00329,0.488,0.68,0.398,2,0.144,-8.142999999999999,0,60,0.0328,139.984
74306,Oceans,2016,2016-01-29,['Seafret'],5eXnC2B5RU5fAhfwvV2ABD,215440,0,0.176,0.267,0.3720000000000001,0.462,9.91e-06,9,0.101,-9.1,0,69,0.0317,129.026
74307,Oh My Soul,2016,2016-09-30,['Casting Crowns'],3s0h3pyKFrS3XX6ZLBPx6s,255173,0,0.141,0.498,0.331,0.4270000000000001,0.0,3,0.108,-7.431,1,60,0.0302,157.938
74308,Bored To Death,2016,2016-07-01,['blink-182'],44TuSOP6xIAEeJmZsN3nXO,235613,0,0.638,0.00575,0.502,0.966,1.56e-06,0,0.117,-3.876,1,62,0.0946,159.94799999999995
74309,Where's My Love - Alternate Version,2016,2016-09-09,['SYML'],1BwBeG8Pae6uHp3w29AHvi,248333,0,0.161,0.904,0.382,0.219,0.0196,0,0.108,-11.805,0,67,0.0318,103.768
74310,Turnin' Me Up,2016,2016-02-19,['BJ The Chicago Kid'],5MjAFPcmrR1DYCgZrXCN4d,269173,0,0.843,0.0406,0.7340000000000001,0.7759999999999999,0.193,2,0.0547,-4.1930000000000005,1,62,0.0826,78.542
74311,She's Mine Pt. 2,2016,2016-12-09,['J. Cole'],5rmcjZTrE9JR1YrbNZDFNW,278920,1,0.048,0.7979999999999999,0.486,0.194,0.00624,2,0.114,-15.265,1,60,0.0712,70.031
74312,I'm Not the Devil,2016,2016-08-12,['Cody Jinks'],5CNOcWpGI6sWQE69A1lCQ7,215621,0,0.236,0.107,0.593,0.504,0.000658,1,0.119,-6.455,1,57,0.0261,118.022
74313,Your Best American Girl,2016,2016-06-17,['Mitski'],172rW45GEnGoJUuWfm1drt,212184,0,0.13,0.0159,0.36,0.257,0.00512,7,0.226,-9.655,1,60,0.0315,76.972
74314,Rain Sound : Dark Sky,2016,2016-12-09,['Rain Sounds Factory STHLM'],1O3Fgs0iUziOc2JWgLxlKW,202000,0,0.0243,0.146,0.165,0.598,0.974,0,0.33,-22.27,0,62,0.0708,88.00399999999998
74315,Trndsttr - Lucian Remix,2016,2016-02-18,"['Black Coast', 'M. Maggie', 'Lucian']",2O9hsVDgcwTUWTV8oluw3A,179658,0,0.471,0.354,0.794,0.476,0.00307,2,0.332,-4.337,0,59,0.0558,129.827
74316,Down In the DM,2016,2016-02-19,['Yo Gotti'],1LxKKYsJNPeBdOwdudsJzv,182733,1,0.324,0.00157,0.7759999999999999,0.662,2.1e-05,1,0.0887,-7.016,0,60,0.0489,152.92700000000005
74317,STAY,2016,2016-11-01,['BLACKPINK'],4TWHREp4wv0TmewqR6rgRd,230400,0,0.343,0.569,0.628,0.433,7.71e-06,1,0.104,-6.808,1,71,0.0383,88.074
74318,Andas En Mi Cabeza,2016,2016-02-19,"['Chino & Nacho', 'Daddy Yankee']",23WI5V2eD4EyGKxSl7Pyeq,247493,0,0.556,0.0244,0.6709999999999999,0.954,0.0,9,0.111,-1.87,1,72,0.13,104.114
74319,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",2016,2016-12-02,"['Anuel AA', 'Daddy Yankee', 'Wisin', 'Farruko', 'Zion & Lennox']",5q2JbCNi4FcnglgPfxcV65,307910,0,0.767,0.27,0.639,0.8690000000000001,0.0,11,0.0802,-4.024,1,72,0.147,169.801
74320,Knew Better / Forever Boy,2016,2016-05-20,['Ariana Grande'],2SUQGI9ztmp0PQd1J8SVHx,299213,0,0.3720000000000001,0.235,0.484,0.381,3.6000000000000007e-06,6,0.0998,-6.705,1,63,0.0711,106.65
74321,BTS Cypher 4,2016,2016-10-10,['BTS'],1QWxddJmOhQb1vDdyTipMR,294463,0,0.362,0.00533,0.8170000000000001,0.797,7.77e-06,1,0.0551,-4.395,0,67,0.084,119.977
74322,Thinking Bout You,2016,2016-05-20,['Ariana Grande'],6iOhd5wNnvvwGDEuNILvM5,200400,1,0.406,0.0152,0.507,0.696,0.000821,11,0.121,-6.027,1,62,0.0621,102.983
74323,Vice,2016,2016-11-18,['Miranda Lambert'],4Qtw0HNKSbIRT5sWUnbRXc,240280,0,0.247,0.101,0.568,0.562,6.159999999999999e-05,9,0.363,-7.775,1,58,0.0418,133.64700000000002
74324,Innerbloom,2016,2016-01-22,['RÜFÜS DU SOL'],5rpx047aanR0h9Rfp1wgBB,578041,0,0.0388,0.125,0.7290000000000001,0.72,0.353,3,0.178,-6.69,1,63,0.0371,122.015
74325,Binaural Beats (Deep Sleep),2016,2016-11-29,['Binaural Beats Sleep'],0tPuFBwxHeJ4XizUCfmlNw,121626,0,0.329,0.992,0.486,0.000953,0.6659999999999999,3,0.111,-40.637,1,61,0.047,64.26
74326,Something to Believe In,2016,2016-08-12,['Young the Giant'],6L3VWDPDTQkQFkqvmpAUMU,228467,0,0.7090000000000001,0.0245,0.623,0.8859999999999999,0.0,1,0.247,-3.044,1,60,0.0404,92.021
74327,Deepthroat,2016,2016-02-09,['cupcakKe'],5cXtT63OTadsjqfRkm5Dwd,199296,1,0.403,0.184,0.93,0.65,4.92e-05,0,0.198,-6.896,1,60,0.259,98.023
74328,Kontrol,2016,2016-05-09,['Maleek Berry'],1090OWoP6JTpYAaSSEBvGy,206316,0,0.8859999999999999,0.281,0.868,0.521,6.36e-05,1,0.0992,-6.902,0,68,0.0512,113.993
74329,Control (Somehow You Want Me),2016,2016-10-14,['Tenth Avenue North'],0pAPFaE1Iwfvex9EVJuQlG,248733,0,0.131,0.00208,0.509,0.75,0.0,11,0.182,-5.884,1,59,0.0397,120.001
74330,I Saw an Angel,2016,2016-02-09,['Puzzle'],4PqdOR9uAfyNp67P9k3bH2,163515,0,0.59,0.0117,0.42,0.544,0.8029999999999999,7,0.166,-13.45,1,60,0.0465,90.092
74331,Terminal Sex,2016,2016-08-05,"['Pouya', 'Shakewell']",6s1uObcOTyiLlm22qRf12y,204965,1,0.486,0.504,0.917,0.418,0.021,6,0.0974,-8.884,0,61,0.0667,117.976
74332,Rafa Caro,2016,2016-05-01,['T3R Elemento'],2ESHwuLxQwjSrL1ukzVHVq,253755,0,0.597,0.248,0.632,0.716,0.0,9,0.089,-2.6830000000000003,1,62,0.0262,101.411
74333,Hurts Like Hell,2016,2016-09-19,['Fleurie'],2kMAKtrAu16HVWxBnOwuhd,232000,0,0.091,0.727,0.319,0.152,4.42e-05,9,0.107,-13.380999999999998,0,65,0.0372,138.929
74334,Lights Down Low,2016,2016-10-14,"['MAX', 'gnash']",60vvp6UXG2KmLmrNvcVHa8,225013,0,0.635,0.0458,0.622,0.5710000000000001,0.0,0,0.122,-5.337999999999999,0,57,0.0493,81.059
74335,BANG BANG BANG,2016,2016-12-13,['BIGBANG'],0QIRm9sUkGnezGznkWCqCo,220238,0,0.424,0.0192,0.6940000000000001,0.8320000000000001,0.0,5,0.355,-3.0380000000000003,0,68,0.0598,135.011
74336,I Miss You,2016,2016-06-24,['Adele'],0QLXkoV7vX86QEibgLe6zQ,348627,0,0.154,0.00936,0.381,0.581,1.4300000000000004e-05,7,0.455,-4.273,0,61,0.0481,113.218
74337,Offended (feat. Young Thug & 21 Savage),2016,2016-10-28,"['Meek Mill', 'Young Thug', '21 Savage']",40WxFAbt8UEK7jKLmIxRNY,255483,1,0.363,0.187,0.92,0.53,0.0,4,0.103,-7.399,0,60,0.341,123.968
74338,Faster Car,2016,2016-02-22,['Loving Caliber'],0c7o0AEDnXKGZto2FVuyGG,227176,0,0.8540000000000001,0.244,0.8290000000000001,0.509,4.45e-05,6,0.0957,-8.711,1,63,0.0729,131.065
